"country","brand","sales"
"Portugal","Smarties",1.3747329253
"Portugal","Canderel",0.9289779342
"Portugal","Nesquik",0.6142003684
"Portugal","Kaoka",0.4990377591
"Portugal","Lion",0.3642411761
"Portugal","NewTree",0.345487713
"Portugal","Mauri",0.2336023485
"Portugal","Galak/Milkybar",0.2303250806
"Portugal","Toblerone",0.0833931622
"Portugal","Cote d'Or",NA
"Portugal","Mon Desir",NA
"Portugal","Evernat",NA
"Portugal","Nestle",NA
"Portugal","Private label",31.6974949599
"United Kingdom","Cadbury",1977.7719232974
"United Kingdom","Galaxy/Dove",404.0154476225
"United Kingdom","Maltesers",317.1545641398
"United Kingdom","Kit Kat",284.4698548166
"United Kingdom","Thorntons",284.0143763474
"United Kingdom","Mars",199.7671125051
"United Kingdom","Kinder",189.7924636084
"United Kingdom","Lindor",156.013438307
"United Kingdom","Terry's",155.2477410515
"United Kingdom","Celebrations",145.447383058
"United Kingdom","Quality Street",143.8071709082
"United Kingdom","M&M's",140.3595840331
"United Kingdom","Snickers",126.1794102421
"United Kingdom","Green & Black's",125.8619124636
"United Kingdom","Smarties",111.4416355092
"United Kingdom","Rolo",111.119184626
"United Kingdom","Twix",105.537497029
"United Kingdom","Lindt",105.1514185251
"United Kingdom","Ferrero Rocher",103.2709619638
"United Kingdom","Aero",102.851690125
"United Kingdom","Galak/Milkybar",94.1676451679
"United Kingdom","Galaxy Minstrels",78.5885300424
"United Kingdom","Milky Way",64.7541884255
"United Kingdom","Nestle",57.5038177433
"United Kingdom","Bounty",56.9442204931
"United Kingdom","Black Magic",37.1717301756
"United Kingdom","Revels",35.5124824723
"United Kingdom","Kinnerton",34.5483903026
"United Kingdom","Toblerone",31.2468658713
"United Kingdom","Bon Bon Buddies",29.9348816575
"United Kingdom","After Eight",28.6911556524
"United Kingdom","Reese's",27.1064987869
"United Kingdom","McVitie's",22.3369908848
"United Kingdom","Dairy Box",19.4622385734
"United Kingdom","Nutella",17.9148253358
"United Kingdom","Yorkie",13.6983336932
"United Kingdom","Elizabeth Shaw",13.50472474
"United Kingdom","Raffaello",13.1198539084
"United Kingdom","Bendicks",9.3529636315
"United Kingdom","Boots Diabetic",8.7843406193
"United Kingdom","Paynes Poppets",7.2020178808
"United Kingdom","Toffee Crisp",5.5690458801
"United Kingdom","Harry Potter",NA
"United Kingdom","Suchard",NA
"United Kingdom","Private label",741.4359315952
