Data/Hora,Chuva Horária (mm),Nível adotado (cm),,,,,,,,,,,,,,,,,,
3/6/2024 3:15,0,436,,,,,,,,,,,,,,,,,,
3/6/2024 3:00,0,436,,,,,,,,,,,,,,,,,,
3/6/2024 2:45,0,436,,,,,,,,,,,,,,,,,,
3/6/2024 2:30,0,436,,,,,,,,,,,,,,,,,,
3/6/2024 2:15,0,436,,,,,,,,,,,,,,,,,,
3/6/2024 2:00,0,437,,,,,,,,,,,,,,,,,,
3/6/2024 1:45,0,437,,,,,,,,,,,,,,,,,,
3/6/2024 1:30,0,437,,,,,,,,,,,,,,,,,,
3/6/2024 1:15,0,437,,,,,,,,,,,,,,,,,,
3/6/2024 1:00,0,437,,,,,,,,,,,,,,,,,,
3/6/2024 0:45,0,437,,,,,,,,,,,,,,,,,,
3/6/2024 0:30,0,437,,,,,,,,,,,,,,,,,,
3/6/2024 0:15,0,438,,,,,,,,,,,,,,,,,,
3/6/2024 0:00,0,438,,,,,,,,,,,,,,,,,,
2/6/2024 23:45,0,438,,,,,,,,,,,,,,,,,,
2/6/2024 23:30,0,438,,,,,,,,,,,,,,,,,,
2/6/2024 23:15,0,438,,,,,,,,,,,,,,,,,,
2/6/2024 23:00,0,439,,,,,,,,,,,,,,,,,,
2/6/2024 22:45,0,439,,,,,,,,,,,,,,,,,,
2/6/2024 22:30,0,439,,,,,,,,,,,,,,,,,,
2/6/2024 22:15,0,439,,,,,,,,,,,,,,,,,,
2/6/2024 22:00,0,439,,,,,,,,,,,,,,,,,,
2/6/2024 21:45,0,439,,,,,,,,,,,,,,,,,,
2/6/2024 21:30,0,440,,,,,,,,,,,,,,,,,,
2/6/2024 21:15,0,440,,,,,,,,,,,,,,,,,,
2/6/2024 21:00,0,440,,,,,,,,,,,,,,,,,,
2/6/2024 20:45,0,440,,,,,,,,,,,,,,,,,,
2/6/2024 20:30,0,440,,,,,,,,,,,,,,,,,,
2/6/2024 20:15,0,440,,,,,,,,,,,,,,,,,,
2/6/2024 20:00,0,440,,,,,,,,,,,,,,,,,,
2/6/2024 19:45,0,440,,,,,,,,,,,,,,,,,,
2/6/2024 19:30,0,441,,,,,,,,,,,,,,,,,,
2/6/2024 19:15,0,441,,,,,,,,,,,,,,,,,,
2/6/2024 19:00,0,441,,,,,,,,,,,,,,,,,,
2/6/2024 18:45,0,441,,,,,,,,,,,,,,,,,,
2/6/2024 18:30,0,442,,,,,,,,,,,,,,,,,,
2/6/2024 18:15,0,442,,,,,,,,,,,,,,,,,,
2/6/2024 18:00,0,442,,,,,,,,,,,,,,,,,,
2/6/2024 17:45,0,442,,,,,,,,,,,,,,,,,,
2/6/2024 17:30,0,442,,,,,,,,,,,,,,,,,,
2/6/2024 17:15,0,442,,,,,,,,,,,,,,,,,,
2/6/2024 17:00,0,442,,,,,,,,,,,,,,,,,,
2/6/2024 16:45,0,442,,,,,,,,,,,,,,,,,,
2/6/2024 16:30,0,442,,,,,,,,,,,,,,,,,,
2/6/2024 16:15,0,443,,,,,,,,,,,,,,,,,,
2/6/2024 16:00,0,443,,,,,,,,,,,,,,,,,,
2/6/2024 15:45,0,443,,,,,,,,,,,,,,,,,,
2/6/2024 15:30,0,443,,,,,,,,,,,,,,,,,,
2/6/2024 15:15,0,443,,,,,,,,,,,,,,,,,,
2/6/2024 15:00,0,444,,,,,,,,,,,,,,,,,,
2/6/2024 14:45,0,444,,,,,,,,,,,,,,,,,,
2/6/2024 14:30,0,444,,,,,,,,,,,,,,,,,,
2/6/2024 14:15,0,444,,,,,,,,,,,,,,,,,,
2/6/2024 14:00,0,444,,,,,,,,,,,,,,,,,,
2/6/2024 13:45,0,444,,,,,,,,,,,,,,,,,,
2/6/2024 13:30,0,445,,,,,,,,,,,,,,,,,,
2/6/2024 13:15,0,445,,,,,,,,,,,,,,,,,,
2/6/2024 13:00,0,445,,,,,,,,,,,,,,,,,,
2/6/2024 12:45,0,445,,,,,,,,,,,,,,,,,,
2/6/2024 12:30,0,445,,,,,,,,,,,,,,,,,,
2/6/2024 12:15,0,445,,,,,,,,,,,,,,,,,,
2/6/2024 12:00,0,445,,,,,,,,,,,,,,,,,,
2/6/2024 11:45,0,446,,,,,,,,,,,,,,,,,,
2/6/2024 11:30,0,446,,,,,,,,,,,,,,,,,,
2/6/2024 11:15,0,446,,,,,,,,,,,,,,,,,,
2/6/2024 11:00,0,446,,,,,,,,,,,,,,,,,,
2/6/2024 10:45,0,446,,,,,,,,,,,,,,,,,,
2/6/2024 10:30,0,446,,,,,,,,,,,,,,,,,,
2/6/2024 10:15,0,447,,,,,,,,,,,,,,,,,,
2/6/2024 10:00,0,447,,,,,,,,,,,,,,,,,,
2/6/2024 9:45,0,447,,,,,,,,,,,,,,,,,,
2/6/2024 9:30,0,447,,,,,,,,,,,,,,,,,,
2/6/2024 9:15,0,447,,,,,,,,,,,,,,,,,,
2/6/2024 9:00,0,447,,,,,,,,,,,,,,,,,,
2/6/2024 8:45,0,448,,,,,,,,,,,,,,,,,,
2/6/2024 8:30,0,448,,,,,,,,,,,,,,,,,,
2/6/2024 8:15,0,448,,,,,,,,,,,,,,,,,,
2/6/2024 8:00,0,448,,,,,,,,,,,,,,,,,,
2/6/2024 7:45,0,448,,,,,,,,,,,,,,,,,,
2/6/2024 7:30,0,448,,,,,,,,,,,,,,,,,,
2/6/2024 7:15,0,448,,,,,,,,,,,,,,,,,,
2/6/2024 7:00,0,448,,,,,,,,,,,,,,,,,,
