Qualidade dos Dados:      Aprovado         Suspeito         Reprovado         Fora do Limite         N√£o Verificado              R√©gua Seca         R√©gua Coberta         Rio Seco         Rio Cortado        Temperatura Interna / Status da Bateria:        Normal           Aten√ß√£o           Cr√≠tico         N√£o Verificado,,,,,
Esta√ß√£o: 5 - 87450004 - CAIS MAUA,,,,,
Data/Hora,Chuva Hor·ria (mm),NÌvel adotado (cm),Vaz„o (m≥/s),Bateria (V),Temp. Interna (∫C)
1/5/2024 3:45,1,171,,12.6,20.6
1/5/2024 3:30,0.2,170,,12.6,20.6
1/5/2024 3:15,1.2,169,,12.6,20.5
1/5/2024 3:00,1.2,167,,12.6,20.5
1/5/2024 2:45,0.2,167,,12.6,20.5
1/5/2024 2:30,0,166,,12.6,20.5
1/5/2024 2:15,0,165,,12.6,20.4
1/5/2024 2:00,0,165,,12.6,20.4
1/5/2024 1:45,0,164,,12.6,20.4
1/5/2024 1:30,0,164,,12.6,20.4
1/5/2024 1:15,0,164,,12.6,20.3
1/5/2024 1:00,0,163,,12.6,20.3
1/5/2024 0:45,0,163,,12.6,20.3
1/5/2024 0:30,0,162,,12.6,20.3
1/5/2024 0:15,0,162,,12.6,20.2
1/5/2024 0:00,0,160,,12.6,20.2
30/04/2024 23:45:00,0,161,,12.6,20.2
30/04/2024 23:30:00,0,161,,12.6,20.2
30/04/2024 23:15:00,0,160,,12.6,20.2
30/04/2024 23:00:00,0.6,160,,12.6,20.2
30/04/2024 22:45:00,1.6,158,,12.6,20.2
30/04/2024 22:30:00,8.8,158,,12.6,20.2
30/04/2024 22:15:00,0,157,,12.6,20.2
30/04/2024 22:00:00,0.4,156,,12.6,20.2
30/04/2024 21:45:00,1,156,,12.6,20.2
30/04/2024 21:30:00,1,155,,12.6,20.2
30/04/2024 21:15:00,1.4,155,,12.6,20.1
30/04/2024 21:00:00,0.6,154,,12.6,20.1
30/04/2024 20:45:00,0.2,152,,12.6,20.1
30/04/2024 20:30:00,0.2,152,,12.6,20.1
30/04/2024 20:15:00,0,152,,12.6,20.1
30/04/2024 20:00:00,0,151,,12.6,20.1
30/04/2024 19:45:00,0.8,152,,12.6,20.1
30/04/2024 19:30:00,1.4,150,,12.6,20.1
30/04/2024 19:15:00,1.2,150,,12.6,20.1
30/04/2024 19:00:00,0.4,149,,12.6,20.1
30/04/2024 18:45:00,0.6,149,,12.6,20.1
30/04/2024 18:30:00,0.2,148,,12.6,20.1
30/04/2024 18:15:00,0.4,146,,12.6,20.2
30/04/2024 18:00:00,0,146,,12.6,20.2
30/04/2024 17:45:00,0.8,144,,12.6,20.2
30/04/2024 17:30:00,1.2,144,,12.6,20.2
30/04/2024 17:15:00,0.2,144,,12.7,20.3
30/04/2024 17:00:00,0.6,144,,12.7,20.3
30/04/2024 16:45:00,0.2,143,,12.7,20.3
30/04/2024 16:30:00,0.2,143,,12.7,20.3
30/04/2024 16:15:00,0.8,143,,12.7,20.5
30/04/2024 16:00:00,0.6,143,,12.7,20.5
30/04/2024 15:45:00,1,142,,12.7,20.5
30/04/2024 15:30:00,0.8,142,,12.7,20.5
30/04/2024 15:15:00,1.8,142,,12.7,20.8
30/04/2024 15:00:00,1.6,141,,12.7,20.8
30/04/2024 14:45:00,1.4,140,,12.7,20.8
30/04/2024 14:30:00,2,139,,12.7,20.8
30/04/2024 14:15:00,1.2,138,,12.7,21.1
30/04/2024 14:00:00,1.4,137,,12.7,21.1
30/04/2024 13:45:00,1,137,,12.7,21.1
30/04/2024 13:30:00,1.2,137,,12.7,21.1
30/04/2024 13:15:00,1.6,136,,12.7,21.3
30/04/2024 13:00:00,1,136,,12.7,21.3
30/04/2024 12:45:00,1,136,,12.7,21.3
30/04/2024 12:30:00,1,135,,12.7,21.3
30/04/2024 12:15:00,1,135,,12.7,21.3
30/04/2024 12:00:00,1,135,,12.7,21.3
30/04/2024 11:45:00,1.4,135,,12.7,21.3
30/04/2024 11:30:00,1.2,135,,12.7,21.3
30/04/2024 11:15:00,1.6,135,,12.7,21.3
30/04/2024 11:00:00,1.4,136,,12.7,21.3
30/04/2024 10:45:00,0.6,134,,12.7,21.3
30/04/2024 10:30:00,1.2,133,,12.7,21.3
30/04/2024 10:15:00,0.8,134,,12.7,21.2
30/04/2024 10:00:00,1.6,134,,12.7,21.2
30/04/2024 09:45:00,1.2,134,,12.7,21.2
30/04/2024 09:30:00,1.2,135,,12.7,21.2
30/04/2024 09:15:00,1.6,136,,12.7,21.1
30/04/2024 09:00:00,1.6,136,,12.7,21.1
30/04/2024 08:45:00,1.6,135,,12.7,21.1
30/04/2024 08:30:00,1,135,,12.7,21.1
30/04/2024 08:15:00,1.4,135,,12.7,21
30/04/2024 08:00:00,1,135,,12.7,21
30/04/2024 07:45:00,1.6,137,,12.7,21
30/04/2024 07:30:00,0.8,137,,12.7,21
30/04/2024 07:15:00,1,137,,12.7,21
30/04/2024 07:00:00,3,137,,12.7,21
30/04/2024 06:45:00,1.6,137,,12.7,21
30/04/2024 06:30:00,1.2,137,,12.7,21
30/04/2024 06:15:00,0.6,137,,12.7,21.1
30/04/2024 06:00:00,1.6,139,,12.7,21.1
30/04/2024 05:45:00,1.8,139,,12.7,21.1
30/04/2024 05:30:00,1.8,140,,12.7,21.1
30/04/2024 05:15:00,1.6,140,,12.7,21.3
30/04/2024 05:00:00,2.2,139,,12.7,21.3
30/04/2024 04:45:00,1.6,139,,12.7,21.3
30/04/2024 04:30:00,1.4,139,,12.7,21.3
30/04/2024 04:15:00,1.8,137,,12.7,21.4
30/04/2024 04:00:00,1.2,137,,12.7,21.4
30/04/2024 03:45:00,0.8,136,,12.7,21.4
30/04/2024 03:30:00,0.2,134,,12.7,21.4
30/04/2024 03:15:00,0.6,131,,12.7,21.4
30/04/2024 03:00:00,2.4,131,,12.7,21.4
30/04/2024 02:45:00,11.6,126,,12.7,21.4
30/04/2024 02:30:00,13.2,123,,12.7,21.4
30/04/2024 02:15:00,1,118,,12.7,21.4
30/04/2024 02:00:00,0.8,119,,12.7,21.4
30/04/2024 01:45:00,0.2,117,,12.7,21.4
30/04/2024 01:30:00,0,116,,12.7,21.4
30/04/2024 01:15:00,0,114,,12.7,21.2
30/04/2024 01:00:00,0.2,114,,12.7,21.2
30/04/2024 00:45:00,0,113,,12.7,21.2
30/04/2024 00:30:00,0,113,,12.7,21.2
30/04/2024 00:15:00,0,112,,12.7,21.2
30/04/2024 00:00:00,0.2,112,,12.7,21.2
29/04/2024 23:45:00,2.6,112,,12.7,21.2
29/04/2024 23:30:00,0.8,112,,12.7,21.2
29/04/2024 23:15:00,0,112,,12.7,21.4
29/04/2024 23:00:00,0.2,112,,12.7,21.4
29/04/2024 22:45:00,0.4,113,,12.7,21.4
29/04/2024 22:30:00,0.2,113,,12.7,21.4
29/04/2024 22:15:00,0,113,,12.7,21.4
29/04/2024 22:00:00,0,113,,12.7,21.4
29/04/2024 21:45:00,0,113,,12.7,21.4
29/04/2024 21:30:00,0,113,,12.7,21.4
29/04/2024 21:15:00,0,113,,12.7,21.2
29/04/2024 21:00:00,0,113,,12.7,21.2
29/04/2024 20:45:00,0,115,,12.7,21.2
29/04/2024 20:30:00,0.2,115,,12.7,21.2
29/04/2024 20:15:00,0,115,,12.7,21.2
29/04/2024 20:00:00,0.6,115,,12.7,21.2
29/04/2024 19:45:00,0.2,116,,12.7,21.2
29/04/2024 19:30:00,0,115,,12.7,21.2
29/04/2024 19:15:00,0.4,116,,12.7,21.2
29/04/2024 19:00:00,0,115,,12.7,21.2
29/04/2024 18:45:00,0,115,,12.7,21.2
29/04/2024 18:30:00,0.8,116,,12.7,21.2
29/04/2024 18:15:00,0.6,117,,12.8,21.2
29/04/2024 18:00:00,0.8,116,,12.8,21.2
29/04/2024 17:45:00,1.4,117,,12.8,21.2
29/04/2024 17:30:00,0.6,118,,12.8,21.2
29/04/2024 17:15:00,1.2,119,,12.9,21.2
29/04/2024 17:00:00,3.6,119,,12.9,21.2
29/04/2024 16:45:00,1.6,117,,12.9,21.2
29/04/2024 16:30:00,0.6,117,,12.9,21.2
29/04/2024 16:15:00,2.2,118,,12.9,21.3
29/04/2024 16:00:00,0.6,119,,12.9,21.3
29/04/2024 15:45:00,0.8,120,,12.9,21.3
29/04/2024 15:30:00,0.2,119,,12.9,21.3
29/04/2024 15:15:00,0.6,120,,13.1,21.4
29/04/2024 15:00:00,0.2,121,,13.1,21.4
29/04/2024 14:45:00,0.4,121,,13.1,21.4
29/04/2024 14:30:00,0.6,121,,13.1,21.4
29/04/2024 14:15:00,0.4,122,,13.1,21.2
29/04/2024 14:00:00,0.2,121,,13.1,21.2
29/04/2024 13:45:00,0.6,121,,13.1,21.2
29/04/2024 13:30:00,1,124,,13.1,21.2
29/04/2024 13:15:00,8.8,124,,13,21.1
29/04/2024 13:00:00,0.8,120,,13,21.1
29/04/2024 12:45:00,0.2,120,,13,21.1
29/04/2024 12:30:00,0.4,120,,13,21.1
29/04/2024 12:15:00,1,120,,13.3,21
29/04/2024 12:00:00,0,120,,13.3,21
29/04/2024 11:45:00,0,120,,13.3,21
29/04/2024 11:30:00,0.2,121,,13.3,21
29/04/2024 11:15:00,0,121,,13.4,20.5
29/04/2024 11:00:00,0,121,,13.4,20.5
29/04/2024 10:45:00,0.4,121,,13.4,20.5
29/04/2024 10:30:00,0,120,,13.4,20.5
29/04/2024 10:15:00,0,119,,13.2,20.3
29/04/2024 10:00:00,0.2,121,,13.2,20.3
29/04/2024 09:45:00,0.4,121,,13.2,20.3
29/04/2024 09:30:00,0,121,,13.2,20.3
29/04/2024 09:15:00,0,122,,12.8,20.6
29/04/2024 09:00:00,0,122,,12.8,20.6
29/04/2024 08:45:00,0,122,,12.8,20.6
29/04/2024 08:30:00,0,123,,12.8,20.6
29/04/2024 08:15:00,0,123,,12.8,20.5
29/04/2024 08:00:00,0,123,,12.8,20.5
29/04/2024 07:45:00,0,123,,12.8,20.5
29/04/2024 07:30:00,0,123,,12.8,20.5
29/04/2024 07:15:00,0,123,,12.7,20.5
29/04/2024 07:00:00,0,124,,12.7,20.5
29/04/2024 06:45:00,0,124,,12.7,20.5
29/04/2024 06:30:00,0,125,,12.7,20.5
29/04/2024 06:15:00,0,125,,12.7,20.6
29/04/2024 06:00:00,0,125,,12.7,20.6
29/04/2024 05:45:00,0,126,,12.7,20.6
29/04/2024 05:30:00,0,126,,12.7,20.6
29/04/2024 05:15:00,0,126,,12.8,20.6
29/04/2024 05:00:00,0,127,,12.8,20.6
29/04/2024 04:45:00,0,127,,12.8,20.6
29/04/2024 04:30:00,0,127,,12.8,20.6
29/04/2024 04:15:00,0,127,,12.8,20.6
29/04/2024 04:00:00,0,128,,12.8,20.6
29/04/2024 03:45:00,0,128,,12.8,20.6
29/04/2024 03:30:00,0,128,,12.8,20.6
29/04/2024 03:15:00,0,128,,12.8,20.7
29/04/2024 03:00:00,0,128,,12.8,20.7
29/04/2024 02:45:00,0,129,,12.8,20.7
29/04/2024 02:30:00,0,129,,12.8,20.7
29/04/2024 02:15:00,0,129,,12.8,20.9
29/04/2024 02:00:00,0,129,,12.8,20.9
29/04/2024 01:45:00,0,129,,12.8,20.9
29/04/2024 01:30:00,0,130,,12.8,20.9
29/04/2024 01:15:00,0,130,,12.8,20.8
29/04/2024 01:00:00,0,130,,12.8,20.8
29/04/2024 00:45:00,0,131,,12.8,20.8
29/04/2024 00:30:00,0,131,,12.8,20.8
29/04/2024 00:15:00,0,131,,12.9,20.6
29/04/2024 00:00:00,0,131,,12.9,20.6
28/04/2024 23:45:00,0,131,,12.9,20.6
28/04/2024 23:30:00,0,131,,12.9,20.6
28/04/2024 23:15:00,0,131,,12.9,20.5
28/04/2024 23:00:00,0,131,,12.9,20.5
28/04/2024 22:45:00,0,131,,12.9,20.5
28/04/2024 22:30:00,0,130,,12.9,20.5
28/04/2024 22:15:00,0,131,,12.9,20.6
28/04/2024 22:00:00,0,130,,12.9,20.6
28/04/2024 21:45:00,0,130,,12.9,20.6
28/04/2024 21:30:00,0,130,,12.9,20.6
28/04/2024 21:15:00,0,130,,12.9,20.9
28/04/2024 21:00:00,0,130,,12.9,20.9
28/04/2024 20:45:00,0,130,,12.9,20.9
28/04/2024 20:30:00,0,130,,12.9,20.9
28/04/2024 20:15:00,0,130,,12.9,21.2
28/04/2024 20:00:00,0,130,,12.9,21.2
28/04/2024 19:45:00,0,130,,12.9,21.2
28/04/2024 19:30:00,0,130,,12.9,21.2
28/04/2024 19:15:00,0,130,,13,21.6
28/04/2024 19:00:00,0,131,,13,21.6
28/04/2024 18:45:00,0,131,,13,21.6
28/04/2024 18:30:00,0,131,,13,21.6
28/04/2024 18:15:00,0,131,,13,21.9
28/04/2024 18:00:00,0,131,,13,21.9
28/04/2024 17:45:00,0,131,,13,21.9
28/04/2024 17:30:00,0,131,,13,21.9
28/04/2024 17:15:00,0,131,,13.7,22.3
28/04/2024 17:00:00,0,132,,13.7,22.3
28/04/2024 16:45:00,0,131,,13.7,22.3
28/04/2024 16:30:00,0,131,,13.7,22.3
28/04/2024 16:15:00,0,131,,13.7,23
28/04/2024 16:00:00,0,131,,13.7,23
28/04/2024 15:45:00,0,131,,13.7,23
28/04/2024 15:30:00,0,131,,13.7,23
28/04/2024 15:15:00,0,131,,13.7,23.2
28/04/2024 15:00:00,0,131,,13.7,23.2
28/04/2024 14:45:00,0,131,,13.7,23.2
28/04/2024 14:30:00,0,132,,13.7,23.2
28/04/2024 14:15:00,0,132,,13.7,22.9
28/04/2024 14:00:00,0,132,,13.7,22.9
28/04/2024 13:45:00,0,132,,13.7,22.9
28/04/2024 13:30:00,0,132,,13.7,22.9
28/04/2024 13:15:00,0,132,,13.7,22.5
28/04/2024 13:00:00,0,132,,13.7,22.5
28/04/2024 12:45:00,0,132,,13.7,22.5
28/04/2024 12:30:00,0,131,,13.7,22.5
28/04/2024 12:15:00,0,132,,13.8,21.7
28/04/2024 12:00:00,0,132,,13.8,21.7
28/04/2024 11:45:00,0,131,,13.8,21.7
28/04/2024 11:30:00,0,131,,13.8,21.7
28/04/2024 11:15:00,0,132,,14.2,21
28/04/2024 11:00:00,0,132,,14.2,21
28/04/2024 10:45:00,0,132,,14.2,21
28/04/2024 10:30:00,0,133,,14.2,21
28/04/2024 10:15:00,0,133,,14.2,19.6
28/04/2024 10:00:00,0,133,,14.2,19.6
28/04/2024 09:45:00,0,134,,14.2,19.6
28/04/2024 09:30:00,0,134,,14.2,19.6
28/04/2024 09:15:00,0,134,,13.6,18.7
28/04/2024 09:00:00,0,134,,13.6,18.7
28/04/2024 08:45:00,0,134,,13.6,18.7
28/04/2024 08:30:00,0,135,,13.6,18.7
28/04/2024 08:15:00,0,135,,12.8,18.4
28/04/2024 08:00:00,0,135,,12.8,18.4
28/04/2024 07:45:00,0,135,,12.8,18.4
28/04/2024 07:30:00,0,135,,12.8,18.4
28/04/2024 07:15:00,0,136,,12.7,18.8
28/04/2024 07:00:00,0,136,,12.7,18.8
28/04/2024 06:45:00,0,136,,12.7,18.8
28/04/2024 06:30:00,0,136,,12.7,18.8
28/04/2024 06:15:00,0,136,,12.7,19.2
28/04/2024 06:00:00,0,137,,12.7,19.2
28/04/2024 05:45:00,0,136,,12.7,19.2
28/04/2024 05:30:00,0,138,,12.7,19.2
28/04/2024 05:15:00,0,138,,12.7,19.3
28/04/2024 05:00:00,0,139,,12.7,19.3
28/04/2024 04:45:00,0,139,,12.7,19.3
28/04/2024 04:30:00,0.2,140,,12.7,19.3
28/04/2024 04:15:00,0,139,,12.7,19.4
28/04/2024 04:00:00,0,140,,12.7,19.4
28/04/2024 03:45:00,0,141,,12.7,19.4
28/04/2024 03:30:00,0,141,,12.7,19.4
28/04/2024 03:15:00,0,141,,12.8,19.5
28/04/2024 03:00:00,0,141,,12.8,19.5
28/04/2024 02:45:00,0,141,,12.8,19.5
28/04/2024 02:30:00,0,140,,12.8,19.5
28/04/2024 02:15:00,0,140,,12.8,19.6
28/04/2024 02:00:00,0,140,,12.8,19.6
28/04/2024 01:45:00,0,140,,12.8,19.6
28/04/2024 01:30:00,0,141,,12.8,19.6
28/04/2024 01:15:00,0.6,141,,12.8,19.9
28/04/2024 01:00:00,0.6,140,,12.8,19.9
28/04/2024 00:45:00,0,140,,12.8,19.9
28/04/2024 00:30:00,0,140,,12.8,19.9
28/04/2024 00:15:00,0,140,,12.8,20.1
28/04/2024 00:00:00,0,139,,12.8,20.1
27/04/2024 23:45:00,0,138,,12.8,20.1
27/04/2024 23:30:00,0,137,,12.8,20.1
27/04/2024 23:15:00,0,136,,12.8,20.5
27/04/2024 23:00:00,0.2,135,,12.8,20.5
27/04/2024 22:45:00,0,134,,12.8,20.5
27/04/2024 22:30:00,0.4,131,,12.8,20.5
27/04/2024 22:15:00,1,128,,12.9,21.3
27/04/2024 22:00:00,0.6,125,,12.9,21.3
27/04/2024 21:45:00,0,123,,12.9,21.3
27/04/2024 21:30:00,0,119,,12.9,21.3
27/04/2024 21:15:00,0,117,,12.9,21.7
27/04/2024 21:00:00,0.2,115,,12.9,21.7
27/04/2024 20:45:00,2,114,,12.9,21.7
27/04/2024 20:30:00,1.8,114,,12.9,21.7
27/04/2024 20:15:00,2.6,115,,12.9,22.5
27/04/2024 20:00:00,0.6,114,,12.9,22.5
27/04/2024 19:45:00,0.8,115,,12.9,22.5
27/04/2024 19:30:00,0,117,,12.9,22.5
27/04/2024 19:15:00,2,116,,12.9,23.7
27/04/2024 19:00:00,5.8,116,,12.9,23.7
27/04/2024 18:45:00,2.8,113,,12.9,23.7
27/04/2024 18:30:00,14.4,110,,12.9,23.7
27/04/2024 18:15:00,0.2,107,,12.9,24.3
27/04/2024 18:00:00,0,107,,12.9,24.3
27/04/2024 17:45:00,5.2,107,,12.9,24.3
27/04/2024 17:30:00,0,103,,12.9,24.3
27/04/2024 17:15:00,0,105,,13.3,24.5
27/04/2024 17:00:00,0,105,,13.3,24.5
27/04/2024 16:45:00,0.2,105,,13.3,24.5
27/04/2024 16:30:00,0,105,,13.3,24.5
27/04/2024 16:15:00,0,109,,13,25.7
27/04/2024 16:00:00,6.4,104,,13,25.7
27/04/2024 15:45:00,0.4,102,,13,25.7
27/04/2024 15:30:00,0.6,101,,13,25.7
27/04/2024 15:15:00,0,99,,13.3,26.6
27/04/2024 15:00:00,0.2,99,,13.3,26.6
27/04/2024 14:45:00,0,98,,13.3,26.6
27/04/2024 14:30:00,0,97,,13.3,26.6
27/04/2024 14:15:00,0,97,,14,26.8
27/04/2024 14:00:00,0,97,,14,26.8
27/04/2024 13:45:00,0,96,,14,26.8
27/04/2024 13:30:00,0,96,,14,26.8
27/04/2024 13:15:00,0,96,,13.9,26.6
27/04/2024 13:00:00,0,96,,13.9,26.6
27/04/2024 12:45:00,0,95,,13.9,26.6
27/04/2024 12:30:00,0,95,,13.9,26.6
27/04/2024 12:15:00,0,95,,13.9,25.8
27/04/2024 12:00:00,0,96,,13.9,25.8
27/04/2024 11:45:00,0,97,,13.9,25.8
27/04/2024 11:30:00,0,97,,13.9,25.8
27/04/2024 11:15:00,0,97,,13.4,25.1
27/04/2024 11:00:00,0,97,,13.4,25.1
27/04/2024 10:45:00,0,97,,13.4,25.1
27/04/2024 10:30:00,0,97,,13.4,25.1
27/04/2024 10:15:00,0,98,,13.3,24.8
27/04/2024 10:00:00,0,98,,13.3,24.8
27/04/2024 09:45:00,0,98,,13.3,24.8
27/04/2024 09:30:00,0,98,,13.3,24.8
27/04/2024 09:15:00,0,99,,13.4,23.8
27/04/2024 09:00:00,0,99,,13.4,23.8
27/04/2024 08:45:00,0,100,,13.4,23.8
27/04/2024 08:30:00,0,100,,13.4,23.8
27/04/2024 08:15:00,0,100,,12.9,23
27/04/2024 08:00:00,0,100,,12.9,23
27/04/2024 07:45:00,0,100,,12.9,23
27/04/2024 07:30:00,0,99,,12.9,23
27/04/2024 07:15:00,0,99,,12.7,23.1
27/04/2024 07:00:00,0,100,,12.7,23.1
27/04/2024 06:45:00,0,100,,12.7,23.1
27/04/2024 06:30:00,0,98,,12.7,23.1
27/04/2024 06:15:00,0,97,,12.7,22.9
27/04/2024 06:00:00,0,97,,12.7,22.9
27/04/2024 05:45:00,0,97,,12.7,22.9
27/04/2024 05:30:00,0,96,,12.7,22.9
27/04/2024 05:15:00,0,95,,12.8,22.7
27/04/2024 05:00:00,0,95,,12.8,22.7
27/04/2024 04:45:00,0,95,,12.8,22.7
27/04/2024 04:30:00,0,96,,12.8,22.7
27/04/2024 04:15:00,0,95,,12.8,22.5
27/04/2024 04:00:00,0,96,,12.8,22.5
27/04/2024 03:45:00,0,96,,12.8,22.5
27/04/2024 03:30:00,0,96,,12.8,22.5
27/04/2024 03:15:00,0,96,,12.8,22.5
27/04/2024 03:00:00,0,97,,12.8,22.5
27/04/2024 02:45:00,0,97,,12.8,22.5
27/04/2024 02:30:00,0,97,,12.8,22.5
27/04/2024 02:15:00,0,98,,12.8,22.5
27/04/2024 02:00:00,0,98,,12.8,22.5
27/04/2024 01:45:00,0,98,,12.8,22.5
27/04/2024 01:30:00,0,99,,12.8,22.5
27/04/2024 01:15:00,0,99,,12.9,22.5
27/04/2024 01:00:00,0,100,,12.9,22.5
27/04/2024 00:45:00,0,100,,12.9,22.5
27/04/2024 00:30:00,0,100,,12.9,22.5
27/04/2024 00:15:00,0,101,,12.9,22.8
27/04/2024 00:00:00,0,101,,12.9,22.8
26/04/2024 23:45:00,0,102,,12.9,22.8
26/04/2024 23:30:00,0,102,,12.9,22.8
26/04/2024 23:15:00,0,102,,12.9,23.3
26/04/2024 23:00:00,0,103,,12.9,23.3
26/04/2024 22:45:00,0,104,,12.9,23.3
26/04/2024 22:30:00,0,104,,12.9,23.3
26/04/2024 22:15:00,0,104,,12.9,23.6
26/04/2024 22:00:00,0,104,,12.9,23.6
26/04/2024 21:45:00,0,105,,12.9,23.6
26/04/2024 21:30:00,0,105,,12.9,23.6
26/04/2024 21:15:00,0,105,,12.9,23.9
26/04/2024 21:00:00,0,105,,12.9,23.9
26/04/2024 20:45:00,0,105,,12.9,23.9
26/04/2024 20:30:00,0,105,,12.9,23.9
26/04/2024 20:15:00,0,105,,12.9,24.1
26/04/2024 20:00:00,0,105,,12.9,24.1
26/04/2024 19:45:00,0,104,,12.9,24.1
26/04/2024 19:30:00,0,104,,12.9,24.1
26/04/2024 19:15:00,0,104,,13,24.4
26/04/2024 19:00:00,0,103,,13,24.4
26/04/2024 18:45:00,0,102,,13,24.4
26/04/2024 18:30:00,0,101,,13,24.4
26/04/2024 18:15:00,0,101,,13.3,24.9
26/04/2024 18:00:00,0,100,,13.3,24.9
26/04/2024 17:45:00,0,99,,13.3,24.9
26/04/2024 17:30:00,0,98,,13.3,24.9
26/04/2024 17:15:00,0,97,,13.7,25
26/04/2024 17:00:00,0,96,,13.7,25
26/04/2024 16:45:00,0,96,,13.7,25
26/04/2024 16:30:00,0,95,,13.7,25
26/04/2024 16:15:00,0,95,,13.7,24.4
26/04/2024 16:00:00,0,94,,13.7,24.4
26/04/2024 15:45:00,0,94,,13.7,24.4
26/04/2024 15:30:00,0.2,93,,13.7,24.4
26/04/2024 15:15:00,0,93,,13.7,23.3
26/04/2024 15:00:00,0,91,,13.7,23.3
26/04/2024 14:45:00,0,91,,13.7,23.3
26/04/2024 14:30:00,0,91,,13.7,23.3
26/04/2024 14:15:00,0,91,,13.3,23.5
26/04/2024 14:00:00,0,90,,13.3,23.5
26/04/2024 13:45:00,0,91,,13.3,23.5
26/04/2024 13:30:00,0,91,,13.3,23.5
26/04/2024 13:15:00,0,91,,14,23.6
26/04/2024 13:00:00,0,91,,14,23.6
26/04/2024 12:45:00,0,91,,14,23.6
26/04/2024 12:30:00,0,91,,14,23.6
26/04/2024 12:15:00,0,91,,14,23.4
26/04/2024 12:00:00,0,91,,14,23.4
26/04/2024 11:45:00,0,91,,14,23.4
26/04/2024 11:30:00,0,91,,14,23.4
26/04/2024 11:15:00,0,91,,14.1,22.4
26/04/2024 11:00:00,0,91,,14.1,22.4
26/04/2024 10:45:00,0,91,,14.1,22.4
26/04/2024 10:30:00,0.4,91,,14.1,22.4
26/04/2024 10:15:00,0.4,92,,13.3,21.6
26/04/2024 10:00:00,0,92,,13.3,21.6
26/04/2024 09:45:00,0.2,91,,13.3,21.6
26/04/2024 09:30:00,0.4,91,,13.3,21.6
26/04/2024 09:15:00,0,91,,13.4,20.8
26/04/2024 09:00:00,0,91,,13.4,20.8
26/04/2024 08:45:00,0,91,,13.4,20.8
26/04/2024 08:30:00,0,91,,13.4,20.8
26/04/2024 08:15:00,0,92,,12.8,20.1
26/04/2024 08:00:00,0,92,,12.8,20.1
26/04/2024 07:45:00,0,92,,12.8,20.1
26/04/2024 07:30:00,1,93,,12.8,20.1
26/04/2024 07:15:00,1.2,93,,12.7,20.3
26/04/2024 07:00:00,0.4,94,,12.7,20.3
26/04/2024 06:45:00,0,94,,12.7,20.3
26/04/2024 06:30:00,0,95,,12.7,20.3
26/04/2024 06:15:00,0,95,,12.7,20.4
26/04/2024 06:00:00,0,96,,12.7,20.4
26/04/2024 05:45:00,0,96,,12.7,20.4
26/04/2024 05:30:00,0,96,,12.7,20.4
26/04/2024 05:15:00,0,97,,12.7,20.6
26/04/2024 05:00:00,0,97,,12.7,20.6
26/04/2024 04:45:00,0,98,,12.7,20.6
26/04/2024 04:30:00,0,99,,12.7,20.6
26/04/2024 04:15:00,0,99,,12.8,20.6
26/04/2024 04:00:00,0,99,,12.8,20.6
26/04/2024 03:45:00,0,99,,12.8,20.6
26/04/2024 03:30:00,0,99,,12.8,20.6
26/04/2024 03:15:00,0,99,,12.8,20.7
26/04/2024 03:00:00,0,99,,12.8,20.7
26/04/2024 02:45:00,0,100,,12.8,20.7
26/04/2024 02:30:00,0,100,,12.8,20.7
26/04/2024 02:15:00,0,101,,12.8,20.8
26/04/2024 02:00:00,0,101,,12.8,20.8
26/04/2024 01:45:00,0.2,102,,12.8,20.8
26/04/2024 01:30:00,0,103,,12.8,20.8
26/04/2024 01:15:00,0,103,,12.8,21
26/04/2024 01:00:00,0,104,,12.8,21
26/04/2024 00:45:00,0,103,,12.8,21
26/04/2024 00:30:00,0,103,,12.8,21
26/04/2024 00:15:00,0,104,,12.9,21
26/04/2024 00:00:00,0,104,,12.9,21
25/04/2024 23:45:00,0,104,,12.9,21
25/04/2024 23:30:00,0,105,,12.9,21
25/04/2024 23:15:00,0,106,,12.9,21.2
25/04/2024 23:00:00,0,106,,12.9,21.2
25/04/2024 22:45:00,0,107,,12.9,21.2
25/04/2024 22:30:00,0,107,,12.9,21.2
25/04/2024 22:15:00,0,108,,12.9,21.4
25/04/2024 22:00:00,0,108,,12.9,21.4
25/04/2024 21:45:00,0,109,,12.9,21.4
25/04/2024 21:30:00,0,109,,12.9,21.4
25/04/2024 21:15:00,0,109,,12.9,21.8
25/04/2024 21:00:00,0,110,,12.9,21.8
25/04/2024 20:45:00,0,110,,12.9,21.8
25/04/2024 20:30:00,0,110,,12.9,21.8
25/04/2024 20:15:00,0,110,,12.9,22.6
25/04/2024 20:00:00,0,110,,12.9,22.6
25/04/2024 19:45:00,0,111,,12.9,22.6
25/04/2024 19:30:00,0,111,,12.9,22.6
25/04/2024 19:15:00,0,111,,13,23.9
25/04/2024 19:00:00,0,111,,13,23.9
25/04/2024 18:45:00,0,111,,13,23.9
25/04/2024 18:30:00,0,111,,13,23.9
25/04/2024 18:15:00,0,111,,13.5,25.9
25/04/2024 18:00:00,0,111,,13.5,25.9
25/04/2024 17:45:00,0,111,,13.5,25.9
25/04/2024 17:30:00,0,112,,13.5,25.9
25/04/2024 17:15:00,0,112,,13.6,26.8
25/04/2024 17:00:00,0,112,,13.6,26.8
25/04/2024 16:45:00,0,112,,13.6,26.8
